model_name,chinese,coding,creative_writing,english,exclude_ties,expert,french,german,hard_prompts,hard_prompts_english,industry_business_and_management_and_financial_operations,industry_entertainment_and_sports_and_media,industry_legal_and_government,industry_life_and_physical_and_social_science,industry_mathematical,industry_medicine_and_healthcare,industry_software_and_it_services,industry_writing_and_literature_and_language,instruction_following,japanese,korean,longer_query,math,multi_turn,overall,russian,spanish
c4ai-aya-expanse-8b,1234.5369444194453,1254.2917472457914,1189.3617199415023,1231.488318085992,1105.1294896865093,1226.9208720959277,,1218.207437514473,1228.8377746905994,1229.4650791273866,1229.079783727836,1180.3950532522672,1265.7765768884346,1251.0333479320925,1212.4054588715358,1261.3612828369296,1250.903272712928,1211.8945908448588,1202.0471850812546,1152.9671888062007,,1246.6842027930998,1198.5176711844915,1199.3494887697398,1222.2404769440002,1227.8531946068913,
chatglm-6b,1166.4376138638672,1032.3491953637838,950.8011747605879,1013.3832458511932,766.6801878795554,,,,998.0440238603089,995.5005278170103,955.6821608768585,911.7543439097769,996.0331880994092,958.4337145752136,970.3258920344997,949.316184627729,995.7855953299044,979.5111791371364,972.9890916149864,,,,974.719583645643,922.6412220584174,994.2399836922323,,
chatglm2-6b,,1027.3818737975555,1002.752386922101,1054.3536799086778,802.7641296330569,,,,1026.0513066661788,1046.2267406383614,1010.3012247469009,993.0431481156467,,1043.8546577229233,,,1032.2765256565494,1013.5818963929726,977.6770943959461,,,,969.2783978495837,974.1711577482824,1022.8253776403244,,
chatglm3-6b,1168.2778226867197,1087.0111676062756,1038.6169275861405,1084.7629029294017,860.7389460553429,,,,1058.07743302651,1080.8493255053595,1048.7195182623636,1015.5204344678561,1095.1750404187605,1052.1020576150165,1025.8636736650246,1043.7431547841895,1085.3602207265878,1037.8861072962936,1031.472944735563,,,1039.119919436492,1039.9878469490213,1033.464748369392,1054.713471172046,,
chatgpt-4o-latest-20250326,1467.2130617276548,1468.6201788111264,1422.7462861011818,1448.2216400132638,1444.6787707542492,1429.74892800497,1467.373039081713,1425.3636622011177,1456.0306700416897,1455.1987650277215,1452.1357677574674,1425.277038156661,1458.6923441212684,1460.9036502490292,1409.8969682408494,1479.9704729772186,1465.0012208345704,1430.3026397193482,1427.3639840959192,1409.7101343366785,1405.318102188536,1440.3180779574493,1404.1667204789778,1470.858840360689,1443.0151622228034,1447.016293647308,1444.9293041597346
claude-3-5-haiku-20241022,1315.438539910093,1383.245733107613,1302.7829276368393,1334.7252158317174,1269.335970887163,1309.6089572487826,1348.3476062615182,1313.4887977893663,1343.2702356714535,1355.1469594347673,1319.0312539503266,1302.0783054025032,1351.3956158277927,1342.6277595077363,1295.7704930067903,1348.0087941892016,1363.82006016125,1311.3185049395074,1311.559271063478,1241.3916596121708,1267.5265443730048,1341.9057426742274,1283.3958599134216,1325.9259143978454,1322.4204946284017,1316.0177303962596,1323.38631293048
claude-3-5-sonnet-20240620,1344.4517075917017,1396.2316572538414,1302.4270264178258,1346.7760910740176,1295.883487673769,1338.2733393975755,1367.7997730747286,1334.515327422768,1358.7063490220612,1364.9575760841244,1324.0759826695796,1309.3861234573512,1354.0672686955177,1357.1969676887356,1336.950369098928,1351.9195606816622,1372.2655852170196,1328.7027950274091,1333.5890231799422,1284.5945569537173,1290.5708991360252,1350.3030802084431,1340.0278202063503,1347.291383871885,1341.3448079007865,1341.8093576321758,1350.1460452047481
claude-3-5-sonnet-20241022,1365.8258271287925,1432.6358434871495,1367.6433296489613,1380.8206882229097,1344.4906530364608,1365.8994234640145,1395.8679401762395,1378.5204862091139,1396.662933179349,1402.8238114942312,1357.79346254132,1362.4860680433267,1383.5355201528723,1377.2719858594915,1355.149068209746,1387.6429623767415,1406.5705368912047,1374.2273990675403,1368.8586843156527,1306.72698482415,1303.17446146668,1391.87438830349,1348.2785837097917,1387.8218156984658,1371.3748508252913,1371.4698964743711,1363.4243533279755
claude-3-7-sonnet-20250219,1381.5996730665256,1428.3694275681426,1374.7313208877506,1383.291615712973,1346.3373644692624,1386.7857510022595,1395.0613482374747,1365.4877003529298,1396.9404477612845,1403.893899049707,1371.8492141501154,1369.626123402464,1397.4810690889628,1386.8880272811948,1360.973922794707,1385.754694891732,1405.5741671523165,1376.4120509651596,1381.612521267493,1337.3875714090816,1330.6852563727114,1409.0103820190288,1360.2711080661047,1396.0467888699495,1370.2909091578153,1371.123696517736,1362.3668502200576
claude-3-7-sonnet-20250219-thinking-32k,1394.4823270839408,1449.9916184717297,1392.4335094452472,1401.2433191227822,1367.0672446688495,1407.0679078128296,1374.4947382067994,1383.9577113913797,1415.698191993207,1427.0711110891048,1367.5178932619488,1383.5192083335846,1399.8825487745773,1405.1577588027064,1388.7065099372865,1415.709643248449,1416.8302195721558,1390.782624095601,1407.8112302836287,1348.091658916219,1329.5379456350615,1426.2031075242035,1383.0355554588004,1397.4095761483875,1386.3422902993273,1373.9530488476141,1381.7337101464232
claude-3-haiku-20240307,1247.858880284829,1298.5328611615623,1214.103161611581,1268.7284597051257,1170.5430659627416,1247.2737909253674,1282.0278067787995,1247.39379102062,1263.2447963347872,1267.5815449526092,1251.5715722100808,1218.8630865509751,1287.1819607847683,1274.4387180446706,1235.3959549047913,1284.0095494620027,1284.41474522394,1244.5490714206803,1240.6720354636354,1171.322751044463,1209.2684442900118,1263.116588763674,1229.1453307130319,1243.1404494004353,1259.89423443187,1264.6855307307312,1237.627742135905
claude-3-opus-20240229,1324.3996650294785,1352.06508780069,1286.6947289269747,1322.5029809472278,1261.612595618261,1313.1128911918127,1344.1116745002182,1319.3043840165699,1327.0158976443981,1324.6406432871022,1308.460072916502,1282.605748173064,1349.5848702215203,1341.279882745493,1308.099787025952,1338.5828145954565,1339.6940959969038,1314.1630194539398,1310.0767562667731,1261.1156975342712,1271.4573767685974,1325.583194359112,1310.4751446974312,1320.371896071805,1320.7154511651106,1331.9288639336273,1305.7714768992673
claude-3-sonnet-20240229,1275.9304071449426,1315.5243759297878,1244.3896453518942,1287.0943030031262,1199.4537170454898,1267.3374259513334,1306.8007338794373,1274.7704631203655,1280.4824284459228,1283.9673763482256,1264.6305690481668,1237.4582845470882,1305.6042917949276,1301.1514844397773,1258.5872812974037,1303.2830679824722,1305.9051955765317,1267.3897748404247,1263.741450720781,1195.0107276507442,1223.7742084254896,1283.0194924976809,1251.9542020378535,1276.590205386794,1279.8318944312928,1282.3927932036113,1266.4497219513278
claude-haiku-4-5-20251001,1428.0346802808206,1476.5765655153482,1384.1109241500872,1427.3165225916196,1392.8272168861993,1445.2095712867551,1415.9916098595625,1383.8083543963658,1436.6290163621186,1451.485004116431,1412.9684394536698,1381.1757690201634,1405.6640480290332,1421.4451106825438,1415.801487326645,1417.2076357088165,1458.7686842003668,1393.5763659277875,1411.216403034849,1337.5355457453504,1347.326551677177,1432.6094066260448,1392.2508990658498,1421.052849059172,1407.1940197951812,1388.2337016210506,1420.6458070269948
claude-opus-4-1-20250805,1465.8120306531407,1505.3500445475681,1441.4093524312095,1457.472670602411,1447.8115428628084,1464.2924254057873,1467.2031911782428,1434.1936446852224,1477.5882822440915,1482.6013034537764,1447.7850758949655,1432.439804137359,1458.604230399019,1463.213902059594,1439.6015320379145,1476.3142896857187,1485.7619784878968,1443.107508296902,1454.9025961514394,1401.9659217074845,1398.6932174320204,1472.3769653760187,1432.1010368644968,1468.2768913311645,1446.6805363107203,1451.8999138117526,1461.5065289167608
claude-opus-4-1-20250805-thinking-16k,1461.376048355082,1512.5239643571522,1444.6237310501858,1463.935097829175,1450.7674322460712,1483.058673942299,1475.7772975188257,1448.9161326873382,1479.9172644782657,1488.640671663655,1447.4331889420966,1432.7851811491964,1461.526436267334,1470.4524082031414,1449.875365352128,1479.6608700776774,1491.6793403415134,1444.5859790676986,1459.0974322386216,1409.1668107599166,1417.2281786161411,1484.7634434667493,1443.1578449348208,1472.811632272964,1448.5645926081158,1442.453713222205,1462.5556272792583
claude-opus-4-20250514,1446.0484118606255,1462.9307872355257,1417.0496853513334,1423.822929125168,1400.2154382159179,1434.3719155060269,1427.4042695597925,1431.215829431974,1434.546575208538,1441.3758244945022,1405.2686073745806,1399.3766344096819,1439.4808387940175,1432.1981512891223,1407.81055099381,1450.830254991861,1441.3727263158005,1417.662051471459,1411.9168263022223,1379.8972479652637,1365.607309430562,1446.1359167186442,1401.064519223158,1428.2106734909592,1412.0970516860225,1425.7117682057533,1398.0908858229295
claude-opus-4-20250514-thinking-16k,1447.5541681840373,1497.845853299977,1430.578123883856,1433.77592451169,1415.3034770549025,1447.7665273416453,1450.4379649440248,1444.7273185364866,1455.4530717287935,1462.3074355055817,1412.1800178324756,1420.3810125301948,1435.1900226424916,1439.4936659038226,1423.4488036374664,1446.7593797717261,1466.3348745632586,1429.0721525254783,1442.2426573370572,1385.5914776107957,1380.7998571467017,1464.311578067795,1418.1551758495266,1436.8739203601663,1423.7273995781388,1436.0850378485575,1420.1559024904109
claude-opus-4-5-20251101,1491.8070293712458,1517.4307752949492,1462.1401847825134,1477.8547322543873,1477.0292801213184,1504.5309016725485,1519.6368706181593,1471.2248345922362,1496.0687951571433,1497.4926783744604,1470.7595657893742,1449.2952841515103,1479.938047951986,1486.3812412881737,1470.2427804174092,1491.0185872019078,1503.0298168215477,1465.3000621239617,1476.893906877271,1438.3189281490281,1440.5480159132906,1491.6426575409482,1467.6948384646403,1480.937724653849,1467.7376295453644,1468.5941259643662,1465.7980615094866
claude-opus-4-5-20251101-thinking-32k,1497.248809333328,1530.9437489149204,1468.6126570334388,1484.496985087675,1484.6602450806527,1504.140243527929,1498.6977925077997,1477.261814047243,1500.0370370512558,1505.8551503501528,1468.763185198199,1455.8748352775015,1487.0331627074459,1489.5723917318276,1470.430796742528,1490.216528283775,1512.7271436692015,1465.7134078029742,1485.2994166240678,1449.9652256829781,1406.6613827883282,1495.1382862698877,1471.112099628869,1486.733528720768,1473.0617076254878,1463.866647368879,1470.3433960662087
claude-opus-4-6,1550.0072845655327,1546.017969339774,1468.4913408040552,1505.55013555784,1520.5449126288308,1540.04953187596,1524.5182977509876,1479.707060178642,1529.127274802463,1535.9867362059815,1507.7915069825772,1470.188131672714,1507.2011246011534,1513.5835694308892,1518.3557515602556,1523.3767322090873,1533.5591337378492,1478.786356707429,1497.5140508153986,1470.6346663248762,1444.1832606192686,1516.8405856392983,1501.485298867733,1510.8727951273263,1496.614993256998,1505.540929855913,1498.5832892589747
claude-opus-4-6-thinking,1558.9897361840517,1554.782703507628,1491.026699599466,1515.7856853388842,1528.7954089562354,1537.7946487286317,1492.8359038606982,1509.5355259197977,1534.7066643324893,1544.609818580231,1501.1142116997682,1487.271413160867,1517.6693348127856,1516.4735734214187,1516.1660210459677,1513.342282627082,1541.8283191182559,1495.351779663394,1511.5397836102195,1511.4986742828924,1421.6217836592605,1524.415786202187,1511.9024136481248,1517.8938297159916,1502.7608049735297,1500.2951750152204,1503.8961030770693
claude-sonnet-4-20250514,1406.655767196439,1447.7729875395903,1383.9761749176548,1396.7364664968677,1368.6874536031482,1399.413029149134,1430.4468475266349,1398.6327866416382,1417.1573412326898,1423.9191179329766,1389.518368084301,1374.2684437155572,1412.364332143974,1412.7799769423184,1389.230115221847,1426.5843628426235,1427.4278285515657,1386.9800827208228,1391.642214508405,1345.8853029230406,1352.745271841796,1425.8909765763542,1386.9691269969817,1408.097906117982,1388.5849633295932,1390.4491192217083,1402.3536341627837
claude-sonnet-4-20250514-thinking-32k,1414.0169877429746,1472.6395375649706,1394.5867663590243,1415.5354441613667,1381.7363298417647,1434.9176484698528,1426.0672390948332,1378.7118979698016,1430.5216629008469,1447.1426502279103,1384.4871510971686,1388.3895036133642,1408.4554817154587,1418.2007326676971,1408.7950125595228,1420.0908021702326,1443.215454965626,1396.7526074622551,1413.6319192528622,1343.695480509531,1335.9703472117915,1440.3126641070376,1401.473416021846,1419.4396343525984,1398.4886189870883,1403.6268810252257,1398.537652344432
claude-sonnet-4-5-20250929,1474.9937316115754,1509.2822948393775,1449.3084380328899,1465.2736105791835,1455.6754260088703,1487.1673657379815,1476.5322601299536,1436.3352243772108,1481.0491320436367,1487.3250442675283,1457.907627688873,1441.5261827771833,1460.5004220743447,1470.3017475029242,1443.376541189102,1468.2344326880116,1495.1408029028084,1451.5564211343851,1459.2366014426427,1393.421500736711,1408.1030395742541,1481.2644764480108,1420.8035245736467,1477.1619878901333,1451.7828780533164,1445.3059405788952,1464.7172767246705
claude-sonnet-4-5-20250929-thinking-32k,1478.7346569814638,1518.3476949464896,1441.1561271602727,1470.0723712062522,1454.9624666574757,1498.0054613037482,1459.9730744754122,1446.5377531499173,1484.9624831077836,1496.767969822336,1452.4637929383905,1437.3243090811563,1454.7273415690572,1465.341087415969,1467.6502761120043,1464.9894131674803,1496.8045361584068,1444.5181729196051,1463.342717715812,1389.6895351446708,1379.5290043974474,1482.0300949905245,1454.023596761113,1468.1241362088033,1451.9222567622992,1441.0104437008245,1445.6488381511683
claude-sonnet-4-6,1506.009360469802,1522.0217192360394,1443.5212012963732,1476.0920031129376,1469.5470111824152,1502.7501478322888,1482.1032366521772,1450.1856625224225,1498.7266162294636,1501.3603534348829,1484.2846541660795,1441.1358807614479,1475.247836464167,1491.938137048624,1486.7503370216198,1468.2135580192653,1510.2722325755697,1453.4539828688225,1478.3641471438286,,1452.758835403208,1494.8843167261768,1469.1921074659615,1477.8008413831524,1462.2118280513512,1444.7654376190021,1476.2403060689196
codellama-34b-instruct,1085.1933638756968,1156.2440381141228,1085.7318512728466,1159.356158437868,981.6441429114175,,,,1130.9930602160907,1143.5527176112282,1131.4386539382601,1079.4413605775724,1160.246274552649,1165.8508070493724,1113.1552502992645,1144.2523861796612,1160.826366021204,1102.2027591059023,1099.4528853606837,,,1094.5895657382741,1106.842523677531,1072.4386774469476,1135.2958993873533,,
codellama-70b-instruct,,,,1151.2378414394154,958.1823601313988,,,,1157.6979236526033,1180.7083371402682,,,,,,,1161.0304595630187,1053.6042478366671,1092.979841688524,,,,,,1117.8899005429244,,
command-a-03-2025,1356.6469058480125,1389.3605707342583,1336.9546622340513,1365.1528100807254,1314.3379302836124,1340.0839030370194,1384.3076820353697,1357.567149820754,1367.9203943225189,1375.710794005939,1351.917139684855,1329.1559102026395,1376.1260761070353,1369.453960776643,1324.5576411190343,1376.9176846727682,1380.6129543470443,1347.4012782310351,1340.714167486732,1310.1257025884759,1314.1775621643208,1369.257463861361,1309.4118426522118,1360.0374236763053,1353.4220160450836,1341.077543584443,1353.9175533928674
command-r,1237.507323232019,1240.323915056953,1194.6490221650968,1236.1741599717989,1115.78875120767,1208.936780479604,1240.0270262370154,1195.0143409433472,1212.7160565092872,1220.851212710749,1226.3757387243247,1193.2463566328395,1283.0945541248773,1251.2813759287815,1185.374760028251,1250.8102985332507,1238.9947471509954,1206.6764271013021,1194.9814074423348,1162.967947487692,1181.7746357777191,1229.5950596001358,1173.4386255948948,1195.79779120283,1225.692867716197,1212.343449076373,1220.0149803807149
command-r-08-2024,1261.3208866793987,1278.6830896442548,1208.8926431670452,1260.5878282663532,1142.7314489775445,1225.6586214457807,,1245.7481508633145,1254.6456770074396,1260.8944663615005,1231.3726338298195,1214.1719240153861,1302.8097205844977,1291.8920678714856,1221.5768712405093,1292.4129706798144,1267.111158424057,1236.6957739139407,1231.7490617637432,1210.8082848283832,1242.817430318406,1260.3238671732186,1203.8471383040733,1210.9698604921396,1249.0587221799362,1227.1180300013884,
command-r-plus,1267.2742574738056,1270.0328061359369,1236.1134040990578,1270.1265209720482,1170.8552294335148,1236.951790439051,1281.0276237215226,1254.056563618754,1250.0155509481197,1255.5930015130793,1261.74962785232,1236.705837101948,1314.322593329862,1289.9912922040976,1217.6564258934577,1289.7852206970106,1269.8898223353929,1257.9010252652847,1237.2361108740652,1218.2730285499397,1214.575112995835,1258.980491594829,1211.3259128627003,1236.114293353117,1260.7338475846338,1256.3524349117522,1251.1261742463498
command-r-plus-08-2024,1293.5381421097454,1278.001597188328,1263.1702334149304,1285.4776432025146,1189.769161661798,1245.5493477362988,,1261.87626173472,1259.2982299851233,1268.6701873396396,1272.6691038079412,1257.4439305693822,1320.402887419788,1303.913096694229,1244.351861913069,1303.5108334616198,1272.7110253653302,1275.7222115999016,1250.6358845540974,1214.4789641844409,,1279.380852049277,1229.1433484079093,1249.1006575428762,1275.4901463667784,1268.0922103185212,
dbrx-instruct-preview,1177.5869206180168,1248.0514046190665,1162.4016007661357,1224.352202645789,1067.4370822977387,1184.5321916169491,1192.6988917928086,1140.8176694555639,1214.9530782840911,1234.7818267298808,1178.2623570044498,1168.862538850642,1211.7848241719869,1214.7850451174031,1187.791711533733,1207.601409206326,1223.7223697139254,1174.0810279390826,1182.4663436396158,1078.4268477211938,1111.6249775446934,1184.690047356247,1193.8279751037344,1173.2312278851905,1193.8010977996237,1156.40380212323,1152.3810642945373
deepseek-coder-v2,1289.1175207415956,1341.0010631117743,1202.4188700776936,1268.2790344064265,1176.1742152498064,1262.2842507936741,1263.7842203322305,1235.368592347515,1287.0412244177037,1296.7842780203996,1253.967857590807,1210.4780253791812,1278.2771272760963,1271.952385264042,1268.19002086715,1260.8243295561301,1324.7952215945243,1239.0712541430207,1248.6349704697093,1192.819738644555,1203.7053527945434,1284.9132695571413,1269.8524704024367,1234.9533752898906,1263.3645187993352,1255.5456263454641,1224.1209714599922
deepseek-llm-67b-chat,1233.708632931636,1214.884601420656,1133.4605061060033,1203.8991281773065,1055.1154965396115,,,,1173.2063853981174,1187.524519830319,1164.6425955616028,1139.1876472925546,1204.2172329099737,1184.1403272832476,1146.7585360739404,1214.2087510139431,1205.177819955143,1168.0161265263264,1152.6904610800448,,,1180.0138019647084,1153.953220517015,1150.8221844136174,1183.11366530535,,
deepseek-r1,1429.301542728994,1443.8480653620777,1374.3636812774062,1412.0262117113316,1382.9400085412176,1398.7536183625618,1392.3682138367005,1395.9112927572128,1418.0981134388815,1432.283212426296,1388.8740471995327,1371.8299420743922,1398.1811803834798,1411.276545157351,1412.1693696622624,1413.6679203660954,1430.4264309965345,1381.5659672809713,1395.618872944683,1336.3608588428426,1354.5449767102875,1398.2947170833313,1410.4052375561423,1410.2164120735954,1397.4868183051963,1379.627229095269,1392.85582680565
deepseek-r1-0528,1447.9957343559443,1464.3472291706084,1393.550352603689,1431.5493508798695,1412.1950198345194,1419.1754793842244,1424.0849510759756,1379.9628354805545,1433.6411118046178,1438.2348123852973,1402.854008162974,1389.191020053031,1412.1024776041716,1424.2898806030526,1415.9201757498709,1440.4146743425142,1456.0304564849132,1390.5058312024105,1391.9491562223443,1378.916689436435,1347.1641880191767,1407.8643227666685,1397.051147173028,1406.0259985033683,1421.7245670207408,1414.6146620441498,1394.0559003203246
deepseek-v2.5,1330.5708140860513,1367.7842737394326,1265.176489563684,1318.0989506694814,1243.6584541623424,1294.727136059645,1328.6844996748782,1259.303259230146,1321.3143551327416,1329.963170093206,1301.706668586312,1263.507013520945,1331.2277118883628,1321.8891313949707,1294.792456581186,1316.395017301528,1349.644924656489,1282.4525115779531,1290.0377527800324,1226.1372261801744,1254.0020685442141,1313.6686964372366,1287.1417811736883,1292.604902017626,1306.6181564709598,1288.3562624149927,1281.195298980619
deepseek-v2.5-1210,1355.0145627308307,1374.0856624954286,1310.1575062438815,1335.7426815071046,1270.4945991921018,1305.9503802959002,,1287.2143548242432,1328.6225675303551,1337.0806228831048,1307.0519006317454,1302.157671072444,1326.6486132296886,1331.9931349845108,1286.6898971292792,1338.1590201591553,1364.9265712606195,1313.7401998509642,1313.5657079833727,1250.7211469589479,,1337.2326480457962,1292.6784753008058,1322.8510693346923,1323.0781141078473,1320.6191240793296,
deepseek-v3,1370.1846559380633,1387.167564898134,1349.2859337877367,1370.0798515421761,1327.911537161015,1347.099061896271,1374.5213347635004,1350.3826290110694,1350.3124060108603,1361.694758934143,1351.3265328341752,1348.5233026481403,1384.650075283682,1373.6906854200245,1317.5698547362388,1395.462468219068,1384.2748057511506,1355.3186896183126,1342.9001899331774,1286.5890879447343,1282.118782087733,1374.5682977070364,1311.3578202226,1373.758835874167,1358.1550521159093,1354.7289332240334,1376.148593885384
deepseek-v3-0324,1414.8734148833717,1427.6480876279506,1390.1507245319835,1406.8819798711133,1375.6716935558127,1396.2576631720322,1422.733991311106,1395.017926045543,1408.2705399631363,1417.184973980818,1390.8447545069298,1382.153422022982,1408.7281675365869,1413.9611742519107,1367.9242211772166,1429.1108264679062,1423.6251999180129,1385.4986563786356,1377.1991073270367,1335.5333790391185,1328.9661336178772,1392.8977648020862,1370.4249189009006,1410.1109860809647,1394.5657919782955,1397.5266362803113,1359.041404453978
deepseek-v3.1,1466.7396732560478,1447.1302751941266,1390.544144646484,1428.6374314614566,1404.8247721127811,1428.334105036822,1452.1691471639572,1403.0278893249708,1433.2787742409967,1435.646377207068,1414.426292503563,1379.3648378159496,1421.1810463807228,1435.21797277832,1415.6917657229899,1436.528170114601,1445.3714495761214,1398.7338729338173,1403.0453275810157,1377.4380688195783,1338.9704150918697,1421.1792650477596,1415.5298504280584,1406.4094708776802,1417.8802925956447,1401.5066215183688,1404.3352527842862
